idx,labels
15448,16
15449,5
15450,8
15451,20
15452,2
15453,3
15454,1
15455,3
15456,9
15457,1
15458,8
15459,4
15460,14
15461,14
15462,13
15463,17
15464,1
15465,8
15466,13
15467,2
15468,5
15469,14
15470,10
15471,7
15472,6
15473,7
15474,10
15475,4
15476,5
15477,12
15478,1
15479,20
15480,19
15481,9
15482,5
15483,8
15484,1
15485,3
15486,2
15487,20
15488,8
15489,14
15490,20
15491,5
15492,19
15493,8
15494,15
15495,9
15496,13
15497,2
15498,15
15499,11
15500,13
15501,8
15502,8
15503,3
15504,15
15505,18
15506,2
15507,2
15508,1
15509,5
15510,17
15511,16
15512,13
15513,20
15514,15
15515,9
15516,17
15517,5
15518,13
15519,13
15520,18
15521,4
15522,10
15523,1
15524,8
15525,13
15526,8
15527,5
15528,19
15529,13
15530,5
15531,20
15532,6
15533,2
15534,3
15535,6
15536,17
15537,5
15538,19
15539,4
15540,8
15541,1
15542,3
15543,7
15544,9
15545,1
15546,5
15547,1
15548,1
15549,5
15550,18
15551,1
15552,2
15553,16
15554,6
15555,8
15556,9
15557,5
15558,8
15559,7
15560,8
15561,15
15562,20
15563,18
15564,15
15565,13
15566,20
15567,13
15568,1
15569,13
15570,13
15571,13
15572,13
15573,1
15574,9
15575,2
15576,1
15577,2
15578,16
15579,12
15580,4
15581,9
15582,20
15583,5
15584,16
15585,9
15586,20
15587,9
15588,3
15589,10
15590,5
15591,1
15592,20
15593,1
15594,1
15595,18
15596,16
15597,16
15598,13
15599,16
15600,8
15601,8
15602,13
15603,13
15604,8
15605,8
15606,1
15607,3
15608,13
15609,4
15610,16
15611,8
15612,3
15613,13
15614,8
15615,12
15616,9
15617,13
15618,13
15619,19
15620,2
15621,8
15622,8
15623,2
15624,6
15625,8
15626,18
15627,13
15628,13
15629,9
15630,5
15631,5
15632,6
15633,16
15634,15
15635,10
15636,6
15637,1
15638,2
15639,9
15640,20
15641,14
15642,13
15643,13
15644,2
15645,6
15646,7
15647,16
15648,8
15649,9
15650,6
15651,5
15652,5
15653,8
15654,8
15655,8
15656,13
15657,3
15658,4
15659,20
15660,13
15661,3
15662,13
15663,9
15664,1
15665,8
15666,2
15667,17
15668,13
15669,2
15670,13
15671,4
15672,3
15673,14
15674,8
15675,8
15676,3
15677,8
15678,1
15679,11
15680,20
15681,2
15682,1
15683,20
15684,2
15685,2
15686,5
15687,19
15688,19
15689,3
15690,15
15691,8
15692,10
15693,13
15694,6
15695,11
15696,5
15697,14
15698,8
15699,6
15700,6
15701,8
15702,8
15703,5
15704,8
15705,2
15706,11
15707,8
15708,23
15709,13
15710,5
15711,4
15712,5
15713,1
15714,4
15715,5
15716,1
15717,8
15718,6
15719,20
15720,1
15721,20
15722,8
15723,6
15724,2
15725,11
15726,18
15727,17
15728,18
15729,11
15730,15
15731,5
15732,4
15733,9
15734,10
15735,10
15736,5
15737,1
15738,1
15739,7
15740,4
15741,20
15742,13
15743,8
15744,10
15745,8
15746,10
15747,6
15748,5
15749,13
15750,13
15751,15
15752,2
15753,10
15754,20
15755,6
15756,3
15757,13
15758,20
15759,8
15760,18
15761,13
15762,16
15763,6
15764,10
15765,8
15766,20
15767,8
15768,15
15769,1
15770,18
15771,1
15772,17
15773,7
15774,15
15775,16
15776,6
15777,18
15778,13
15779,20
15780,6
15781,10
15782,12
15783,18
15784,12
15785,7
15786,10
15787,13
15788,17
15789,1
15790,1
15791,13
15792,10
15793,1
15794,1
15795,8
15796,20
15797,14
15798,9
15799,13
15800,13
15801,9
15802,6
15803,6
15804,2
15805,17
15806,6
15807,13
15808,14
15809,6
15810,8
15811,1
15812,18
15813,9
15814,13
15815,10
15816,18
15817,20
15818,14
15819,13
15820,10
15821,13
15822,6
15823,1
15824,8
15825,8
15826,8
15827,1
15828,14
15829,12
15830,18
15831,11
15832,1
15833,3
15834,9
15835,5
15836,10
15837,6
15838,19
15839,18
15840,19
15841,10
15842,6
15843,4
15844,1
15845,20
15846,20
15847,1
15848,5
15849,9
15850,20
15851,15
15852,17
15853,2
15854,1
15855,2
15856,6
15857,13
15858,3
15859,4
15860,20
15861,20
15862,20
15863,4
15864,2
15865,18
15866,6
15867,17
15868,2
15869,16
15870,6
15871,8
15872,13
15873,8
15874,8
15875,15
15876,9
15877,11
15878,10
15879,13
15880,13
15881,2
15882,20
15883,1
15884,6
15885,1
15886,13
15887,6
15888,14
15889,8
15890,1
15891,3
15892,11
15893,5
15894,1
15895,3
15896,1
15897,20
15898,6
15899,4
15900,17
15901,8
15902,5
15903,9
15904,14
15905,8
15906,11
15907,9
15908,8
15909,6
15910,13
15911,19
15912,2
15913,12
15914,6
15915,1
15916,2
15917,7
15918,10
15919,5
15920,9
15921,11
15922,13
15923,6
15924,9
15925,1
15926,20
15927,5
15928,6
15929,3
15930,9
15931,7
15932,11
15933,13
15934,1
15935,11
15936,13
15937,18
15938,2
15939,5
15940,1
15941,18
15942,20
15943,14
15944,1
15945,2
15946,9
15947,13
15948,12
15949,20
15950,2
15951,9
15952,8
15953,14
15954,18
15955,15
15956,10
15957,8
15958,8
15959,19
15960,13
15961,10
15962,1
15963,11
15964,8
15965,13
15966,19
15967,5
15968,1
15969,18
15970,3
15971,20
15972,13
15973,14
15974,11
15975,8
15976,3
15977,3
15978,13
15979,20
15980,15
15981,8
15982,19
15983,16
15984,20
15985,14
15986,1
15987,14
15988,5
15989,6
15990,14
15991,13
15992,19
15993,20
15994,1
15995,17
15996,2
15997,19
15998,9
15999,14
16000,11
16001,1
16002,12
16003,13
16004,8
16005,19
16006,16
16007,19
16008,12
16009,20
16010,5
16011,13
16012,10
16013,13
16014,11
16015,1
16016,13
16017,13
16018,8
16019,9
16020,8
16021,5
16022,12
16023,5
16024,20
16025,20
16026,6
16027,18
16028,8
16029,14
16030,1
16031,9
16032,1
16033,8
16034,11
16035,14
16036,5
16037,4
16038,11
16039,10
16040,17
16041,11
16042,13
16043,12
16044,5
16045,12
16046,12
16047,9
16048,2
16049,18
16050,20
16051,5
16052,6
16053,6
16054,13
16055,10
16056,5
16057,13
16058,13
16059,1
16060,3
16061,1
16062,6
16063,3
16064,5
16065,19
16066,9
16067,10
16068,19
16069,15
16070,5
16071,9
16072,2
16073,19
16074,8
16075,20
16076,13
16077,1
16078,1
16079,20
16080,13
16081,12
16082,18
16083,6
16084,6
16085,9
16086,20
16087,11
16088,2
16089,6
16090,13
16091,9
16092,14
16093,6
16094,8
16095,13
16096,13
16097,17
16098,20
16099,2
16100,8
16101,8
16102,5
16103,1
16104,5
16105,9
16106,5
16107,17
16108,20
16109,9
16110,5
16111,5
16112,11
16113,11
16114,14
16115,7
16116,8
16117,17
16118,13
16119,9
16120,8
16121,20
16122,5
16123,20
16124,11
16125,1
16126,18
16127,14
16128,16
16129,13
16130,9
16131,8
16132,20
16133,13
16134,3
16135,20
16136,8
16137,5
16138,8
16139,18
16140,20
16141,20
16142,6
16143,12
16144,9
16145,13
16146,15
16147,13
16148,18
16149,6
16150,13
16151,13
16152,5
16153,9
16154,8
16155,6
16156,8
16157,8
16158,14
16159,3
16160,5
16161,6
16162,2
16163,10
16164,13
16165,14
16166,3
16167,19
16168,1
16169,13
16170,1
16171,7
16172,6
16173,12
16174,6
16175,8
16176,8
16177,13
16178,21
16179,10
16180,3
16181,4
16182,13
16183,1
16184,20
16185,17
16186,15
16187,13
16188,16
16189,20
16190,3
16191,9
16192,13
16193,1
16194,19
16195,3
16196,13
16197,5
16198,13
16199,14
16200,9
16201,2
16202,14
16203,9
16204,9
16205,6
16206,11
16207,5
16208,13
16209,7
16210,8
16211,5
16212,20
16213,1
16214,13
16215,20
16216,19
16217,12
16218,20
16219,1
16220,3
16221,11
16222,13
16223,1
16224,6
16225,3
16226,1
16227,13
16228,13
16229,20
16230,1
16231,1
16232,12
16233,5
16234,1
16235,18
16236,4
16237,10
16238,5
16239,8
16240,5
16241,9
16242,8
16243,1
16244,20
16245,10
16246,3
16247,4
16248,5
16249,10
16250,8
16251,9
16252,1
16253,13
16254,12
16255,10
16256,9
16257,20
16258,8
16259,3
16260,13
16261,13
16262,16
16263,8
16264,16
16265,5
16266,13
16267,20
16268,13
16269,10
16270,6
16271,20
16272,5
16273,6
16274,3
16275,6
16276,5
16277,1
16278,13
16279,20
16280,19
16281,8
16282,7
16283,20
16284,10
16285,1
16286,20
16287,1
16288,5
16289,5
16290,3
16291,19
16292,9
16293,3
16294,14
16295,6
16296,5
16297,17
16298,6
16299,3
16300,4
16301,13
16302,12
16303,20
16304,20
16305,18
16306,7
16307,3
16308,20
16309,13
16310,6
16311,2
16312,9
16313,7
16314,8
16315,5
16316,10
16317,13
16318,6
16319,13
16320,7
16321,18
16322,8
16323,1
16324,20
16325,14
16326,5
16327,20
16328,8
16329,8
16330,10
16331,2
16332,1
16333,1
16334,6
16335,8
16336,8
16337,13
16338,20
16339,20
16340,10
16341,8
16342,13
16343,5
16344,5
16345,14
16346,1
16347,1
16348,20
16349,17
16350,1
16351,13
16352,9
16353,11
16354,18
16355,9
16356,1
16357,8
16358,2
16359,4
16360,15
16361,2
16362,13
16363,4
16364,14
16365,1
16366,1
16367,13
16368,5
16369,13
16370,8
16371,6
16372,13
16373,20
16374,7
16375,9
16376,13
16377,1
16378,3
16379,10
16380,7
16381,13
16382,8
16383,11
16384,1
16385,14
16386,14
16387,7
16388,9
16389,8
16390,13
16391,9
16392,6
16393,10
16394,8
16395,2
16396,20
16397,12
16398,1
16399,20
16400,3
16401,6
16402,8
16403,3
16404,13
16405,12
16406,16
16407,8
16408,6
16409,17
16410,13
16411,20
16412,8
16413,20
16414,17
16415,17
16416,5
16417,19
16418,1
16419,20
16420,4
16421,15
16422,10
16423,13
16424,8
16425,13
16426,20
16427,17
16428,9
16429,20
16430,4
16431,1
16432,5
16433,3
16434,10
16435,8
16436,13
16437,1
16438,7
16439,13
16440,7
16441,9
16442,6
16443,6
16444,13
16445,6
16446,15
16447,20
16448,18
16449,8
16450,3
16451,13
16452,8
16453,6
16454,13
16455,9
16456,5
16457,13
16458,10
16459,6
16460,2
16461,5
16462,9
16463,20
16464,8
16465,20
16466,8
16467,7
16468,20
16469,9
16470,20
16471,1
16472,18
16473,6
16474,1
16475,8
16476,13
16477,9
16478,1
16479,1
16480,6
16481,5
16482,8
16483,5
16484,18
16485,2
16486,8
16487,1
16488,1
16489,13
16490,11
16491,6
16492,11
16493,1
16494,8
16495,8
16496,17
16497,16
16498,9
16499,5
16500,13
16501,9
16502,9
16503,9
16504,18
16505,18
16506,17
16507,7
16508,20
16509,20
16510,8
16511,20
16512,20
16513,9
16514,2
16515,5
16516,13
16517,9
16518,1
16519,8
16520,14
16521,13
16522,6
16523,21
16524,2
16525,19
16526,1
16527,4
16528,13
16529,13
16530,16
16531,20
16532,17
16533,5
16534,8
16535,8
16536,20
16537,8
16538,20
16539,10
16540,20
16541,9
16542,5
16543,13
16544,8
16545,8
16546,6
16547,9
16548,8
16549,12
16550,13
16551,6
16552,13
16553,14
16554,2
16555,3
16556,13
16557,8
16558,4
16559,7
16560,6
16561,3
16562,20
16563,11
16564,7
16565,12
16566,12
16567,3
16568,20
16569,20
16570,14
16571,2
16572,6
16573,9
16574,15
16575,20
16576,13
16577,12
16578,11
16579,12
16580,20
16581,13
16582,15
16583,1
16584,8
16585,18
16586,3
16587,5
16588,4
16589,3
16590,13
16591,6
16592,1
16593,2
16594,14
16595,20
16596,2
16597,12
16598,20
16599,6
16600,6
16601,1
16602,2
16603,13
16604,9
16605,3
16606,13
16607,12
16608,8
16609,8
16610,5
16611,8
16612,1
16613,8
16614,14
16615,12
16616,8
16617,17
16618,5
16619,7
16620,8
16621,1
16622,20
16623,19
16624,7
16625,13
16626,6
16627,4
16628,9
16629,20
16630,1
16631,15
16632,9
16633,3
16634,1
16635,6
16636,12
16637,6
16638,1
16639,6
16640,9
16641,13
16642,6
16643,1
16644,3
16645,5
16646,13
16647,3
16648,10
16649,1
16650,3
16651,8
16652,20
16653,11
16654,20
16655,14
16656,9
16657,4
16658,5
16659,14
16660,20
16661,12
16662,11
16663,1
16664,1
16665,17
16666,15
16667,8
16668,11
16669,1
16670,12
16671,1
16672,13
16673,1
16674,13
16675,3
16676,11
16677,20
16678,18
16679,14
16680,2
16681,6
16682,1
16683,14
16684,7
16685,18
16686,13
16687,5
16688,1
16689,13
16690,9
16691,8
16692,13
16693,5
16694,3
16695,2
16696,12
16697,5
16698,9
16699,4
16700,13
16701,19
16702,6
16703,3
16704,14
16705,2
16706,7
16707,9
16708,17
16709,9
16710,6
16711,11
16712,20
16713,10
16714,6
16715,10
16716,5
16717,13
16718,20
16719,17
16720,5
16721,12
16722,17
16723,20
16724,13
16725,13
16726,12
16727,9
16728,12
16729,13
16730,8
16731,8
16732,15
16733,11
16734,16
16735,4
16736,20
16737,5
16738,8
16739,13
16740,17
16741,9
16742,13
16743,9
16744,8
16745,13
16746,5
16747,13
16748,8
16749,18
16750,13
16751,5
16752,3
16753,13
16754,1
16755,6
16756,1
16757,2
16758,20
16759,13
16760,17
16761,7
16762,2
16763,14
16764,6
16765,1
16766,1
16767,13
16768,13
16769,15
16770,8
16771,13
16772,1
16773,13
16774,8
16775,17
16776,1
16777,12
16778,15
16779,10
16780,9
16781,15
16782,13
16783,6
16784,5
16785,18
16786,1
16787,3
16788,20
16789,3
16790,12
16791,6
16792,12
16793,11
16794,20
16795,15
16796,8
16797,13
16798,13
16799,6
16800,3
16801,7
16802,3
16803,5
16804,1
16805,8
16806,11
16807,11
16808,13
16809,13
16810,19
16811,20
16812,10
16813,11
16814,11
16815,16
16816,6
16817,13
16818,18
16819,6
16820,14
16821,11
16822,19
16823,1
16824,16
16825,13
16826,6
16827,16
16828,18
16829,5
16830,10
16831,12
16832,11
16833,9
16834,8
16835,10
16836,9
16837,8
16838,6
16839,1
16840,2
16841,8
16842,1
16843,20
16844,19
16845,8
16846,1
16847,9
16848,11
16849,13
16850,6
16851,10
16852,8
16853,15
16854,3
16855,14
16856,8
16857,3
16858,12
16859,2
16860,1
16861,4
16862,8
16863,8
16864,16
16865,2
16866,7
16867,18
16868,1
16869,6
16870,9
16871,15
16872,2
16873,15
16874,13
16875,18
16876,13
16877,3
16878,8
16879,17
16880,10
16881,1
16882,18
16883,14
16884,3
16885,8
16886,13
16887,14
16888,7
16889,2
16890,1
16891,20
16892,8
16893,19
16894,19
16895,5
16896,20
16897,16
16898,1
16899,2
16900,16
16901,15
16902,20
16903,6
16904,1
16905,9
16906,9
16907,9
16908,8
16909,13
16910,10
16911,3
16912,3
16913,5
16914,5
16915,19
16916,20
16917,4
16918,6
16919,13
16920,8
16921,8
16922,9
16923,1
16924,1
16925,5
16926,11
16927,2
16928,13
16929,19
16930,7
16931,11
16932,6
16933,6
16934,17
16935,1
16936,18
16937,19
16938,11
16939,7
16940,3
16941,8
16942,9
16943,20
16944,13
16945,8
16946,20
16947,1
16948,5
16949,8
16950,17
16951,6
16952,4
16953,6
16954,3
16955,15
16956,20
16957,9
16958,2
16959,3
16960,13
16961,10
16962,6
16963,11
16964,14
16965,18
16966,18
16967,11
16968,8
16969,13
16970,8
16971,8
16972,6
16973,13
16974,11
16975,2
16976,3
16977,4
16978,8
16979,5
16980,13
16981,11
16982,8
16983,18
16984,13
16985,9
16986,8
16987,8
16988,16
16989,8
16990,14
16991,1
16992,20
16993,8
16994,1
16995,13
16996,12
16997,13
16998,1
16999,5
17000,3
17001,20
17002,1
17003,13
17004,5
17005,5
17006,5
17007,9
17008,1
17009,13
17010,3
17011,1
17012,1
17013,7
17014,13
17015,13
17016,4
17017,9
17018,1
17019,2
17020,12
17021,11
17022,13
17023,13
17024,4
17025,1
17026,6
17027,13
17028,15
17029,20
17030,13
17031,1
17032,14
17033,19
17034,10
17035,11
17036,18
17037,20
17038,18
17039,1
17040,9
17041,18
17042,1
17043,20
17044,13
17045,6
17046,13
17047,18
17048,14
17049,8
17050,18
17051,10
17052,5
17053,6
17054,20
17055,20
17056,8
17057,11
17058,11
17059,16
17060,2
17061,8
17062,8
17063,4
17064,14
17065,10
17066,13
17067,3
17068,6
17069,18
17070,10
17071,11
17072,3
17073,13
17074,8
17075,8
17076,5
17077,8
17078,1
17079,13
17080,6
17081,8
17082,5
17083,4
17084,2
17085,8
17086,16
17087,20
17088,10
17089,9
17090,6
17091,5
17092,14
17093,5
17094,11
17095,10
17096,5
17097,20
17098,17
17099,20
17100,7
17101,14
17102,1
17103,8
17104,20
17105,10
17106,12
17107,14
17108,15
17109,14
17110,9
17111,15
17112,16
17113,12
17114,8
17115,6
17116,16
17117,16
17118,3
17119,20
17120,11
17121,11
17122,5
17123,10
17124,20
17125,10
17126,8
17127,10
17128,11
17129,18
17130,15
17131,18
17132,5
17133,18
17134,15
17135,4
17136,15
17137,5
17138,13
17139,8
17140,18
17141,9
17142,5
17143,4
17144,13
17145,14
17146,20
17147,13
17148,20
17149,20
17150,8
17151,9
17152,3
17153,8
17154,11
17155,20
17156,1
17157,13
17158,8
17159,13
17160,17
17161,18
17162,15
17163,11
17164,19
17165,3
17166,11
17167,13
17168,13
17169,1
17170,1
17171,4
17172,13
17173,11
17174,18
17175,19
17176,11
17177,11
17178,1
17179,20
17180,16
17181,9
17182,1
17183,13
17184,14
17185,10
17186,6
17187,6
17188,8
17189,6
17190,6
17191,12
17192,5
17193,17
17194,20
17195,20
17196,9
17197,8
17198,9
17199,1
17200,8
17201,5
17202,6
17203,15
17204,8
17205,13
17206,1
17207,13
17208,1
17209,6
17210,8
17211,15
17212,5
17213,3
17214,8
17215,16
17216,14
17217,20
17218,20
17219,6
17220,19
17221,7
17222,5
17223,10
17224,4
17225,15
17226,6
17227,10
17228,1
17229,8
17230,20
17231,10
17232,9
17233,15
17234,13
17235,5
17236,6
17237,5
17238,1
17239,5
17240,2
17241,1
17242,6
17243,8
17244,14
17245,3
17246,6
17247,9
17248,10
17249,20
17250,8
17251,9
17252,19
17253,5
17254,1
17255,2
17256,20
17257,13
17258,3
17259,17
17260,6
17261,1
17262,10
17263,2
17264,9
17265,13
17266,20
17267,3
17268,1
17269,13
17270,6
17271,1
17272,13
17273,1
17274,6
17275,5
17276,18
17277,13
17278,18
17279,16
17280,8
17281,1
17282,9
17283,9
17284,6
17285,14
17286,17
17287,4
17288,6
17289,2
17290,6
17291,13
17292,1
17293,20
17294,16
17295,5
17296,10
17297,1
17298,9
17299,13
17300,20
17301,6
17302,6
17303,8
17304,13
17305,5
17306,6
17307,13
17308,12
17309,19
17310,8
17311,8
17312,13
17313,8
17314,13
17315,19
17316,19
17317,3
17318,13
17319,10
17320,11
17321,5
17322,20
17323,20
17324,6
17325,18
17326,1
17327,11
17328,5
17329,9
17330,3
17331,3
17332,20
17333,5
17334,5
17335,9
17336,20
17337,1
17338,20
17339,13
17340,7
17341,6
17342,6
17343,1
17344,10
17345,8
17346,16
17347,16
17348,18
17349,13
17350,20
17351,8
17352,8
17353,5
17354,2
17355,20
17356,7
17357,7
17358,8
17359,20
17360,5
17361,13
17362,8
17363,18
17364,6
17365,7
17366,1
17367,20
17368,14
17369,17
17370,13
17371,6
17372,8
17373,11
17374,12
17375,13
17376,19
17377,6
17378,1
17379,13
17380,20
17381,1
17382,12
17383,7
17384,20
17385,5
17386,1
17387,8
17388,18
17389,18
17390,5
17391,2
17392,6
17393,16
17394,18
17395,14
17396,6
17397,2
17398,8
17399,20
17400,8
17401,2
17402,9
17403,19
17404,19
17405,5
17406,1
17407,11
17408,13
17409,1
17410,4
17411,20
17412,6
17413,11
17414,8
17415,5
17416,1
17417,8
17418,1
17419,1
17420,13
17421,3
17422,19
17423,20
17424,9
17425,10
17426,3
17427,14
17428,3
17429,2
17430,11
17431,13
17432,5
17433,8
17434,13
17435,11
17436,4
17437,13
17438,10
17439,4
17440,8
17441,20
17442,11
17443,5
17444,13
17445,1
17446,5
17447,8
17448,5
17449,3
17450,1
17451,1
17452,19
17453,4
17454,8
17455,6
17456,3
17457,13
17458,14
17459,13
17460,8
17461,5
17462,3
17463,8
17464,19
17465,1
17466,9
17467,6
17468,13
17469,13
17470,8
17471,20
17472,5
17473,8
17474,8
17475,8
17476,3
17477,5
17478,4
17479,6
17480,16
17481,14
17482,20
17483,16
17484,20
17485,3
17486,3
17487,6
17488,13
17489,10
17490,3
17491,17
17492,5
17493,3
17494,9
17495,1
17496,13
17497,13
17498,19
17499,12
17500,6
17501,20
17502,13
17503,11
17504,18
17505,8
17506,11
17507,19
17508,8
17509,11
17510,13
17511,15
17512,4
17513,13
17514,2
17515,1
17516,20
17517,2
17518,8
17519,16
17520,10
17521,13
17522,6
17523,4
17524,2
17525,20
17526,3
17527,13
17528,13
17529,14
17530,20
17531,10
17532,1
17533,15
17534,8
17535,5
17536,5
17537,4
17538,13
17539,13
17540,15
17541,12
17542,10
17543,11
17544,10
17545,11
17546,6
17547,12
17548,5
17549,18
17550,8
17551,10
17552,18
17553,13
17554,9
17555,13
17556,19
17557,19
17558,10
17559,6
17560,9
17561,6
17562,3
17563,20
17564,14
17565,11
17566,11
17567,11
17568,6
17569,2
17570,20
17571,3
17572,1
17573,5
17574,8
17575,13
17576,9
17577,13
17578,6
17579,6
17580,14
17581,7
17582,11
17583,16
17584,11
17585,11
17586,11
17587,1
17588,13
17589,7
17590,14
17591,13
17592,5
17593,11
17594,20
17595,3
17596,1
17597,4
17598,6
17599,1
17600,12
17601,9
17602,13
17603,6
17604,16
17605,13
17606,10
17607,13
17608,13
17609,8
17610,5
17611,1
17612,9
17613,16
17614,18
17615,3
17616,6
17617,6
17618,13
17619,13
17620,13
17621,20
17622,19
17623,20
17624,4
17625,6
17626,6
17627,16
17628,8
17629,20
17630,2
17631,19
17632,5
17633,8
17634,8
17635,13
17636,13
17637,13
17638,10
17639,2
17640,9
17641,6
17642,5
17643,8
17644,20
17645,9
17646,13
17647,15
17648,19
17649,5
17650,8
17651,6
17652,3
17653,11
17654,1
17655,1
17656,3
17657,13
17658,15
17659,1
17660,8
17661,5
17662,9
17663,9
17664,1
17665,2
17666,20
17667,1
17668,13
17669,8
17670,6
17671,11
17672,19
17673,8
17674,9
17675,2
17676,7
17677,1
17678,4
17679,13
17680,11
17681,13
17682,1
17683,5
17684,3
17685,6
17686,1
17687,20
17688,5
17689,5
17690,3
17691,8
17692,8
17693,14
17694,6
17695,16
17696,13
17697,20
17698,6
17699,9
17700,13
17701,6
17702,13
17703,13
17704,2
17705,1
17706,8
17707,6
17708,6
17709,13
17710,13
17711,1
17712,10
17713,3
17714,7
17715,2
17716,10
17717,5
17718,1
17719,1
17720,1
17721,14
17722,4
17723,1
17724,8
17725,5
17726,1
17727,20
17728,19
17729,13
17730,13
17731,8
17732,13
17733,20
17734,18
17735,10
17736,20
17737,7
17738,4
17739,6
17740,18
17741,15
17742,9
17743,13
17744,18
17745,3
17746,10
17747,12
17748,13
17749,8
17750,14
17751,1
17752,18
17753,20
17754,12
17755,13
17756,13
17757,8
17758,9
17759,11
17760,6
17761,18
17762,8
17763,7
17764,11
17765,8
17766,17
17767,20
17768,20
17769,9
17770,13
17771,9
17772,6
17773,5
17774,8
17775,13
17776,17
17777,1
17778,17
17779,3
17780,20
17781,1
17782,9
17783,20
17784,6
17785,11
17786,8
17787,14
17788,8
17789,8
17790,20
17791,11
17792,3
17793,8
17794,10
17795,1
17796,8
17797,20
17798,8
17799,13
17800,6
17801,12
17802,8
17803,2
17804,8
17805,20
17806,16
17807,8
17808,20
17809,13
17810,1
17811,6
17812,10
17813,2
17814,20
17815,8
17816,10
17817,20
17818,1
17819,5
17820,3
17821,9
17822,8
17823,11
17824,10
17825,16
17826,13
17827,1
17828,20
17829,9
17830,8
17831,10
17832,13
17833,17
17834,3
17835,1
17836,9
17837,1
17838,8
17839,20
17840,11
17841,10
17842,5
17843,8
17844,20
17845,5
17846,8
17847,3
17848,6
17849,2
17850,13
17851,2
17852,20
17853,13
17854,13
17855,12
17856,8
17857,1
17858,16
17859,7
17860,11
17861,14
17862,11
17863,16
17864,19
17865,17
17866,9
17867,8
17868,13
17869,1
17870,3
17871,1
17872,8
17873,1
17874,13
17875,15
17876,3
17877,1
17878,13
17879,18
17880,11
17881,5
17882,13
17883,13
17884,9
17885,8
17886,13
17887,5
17888,5
17889,8
17890,16
17891,18
17892,1
17893,18
17894,16
17895,6
17896,20
17897,1
17898,15
17899,20
17900,8
17901,13
17902,8
17903,17
17904,13
17905,2
17906,8
17907,13
17908,13
17909,9
17910,3
17911,10
17912,5
17913,8
17914,18
17915,1
17916,10
17917,3
17918,13
17919,2
17920,3
17921,1
17922,1
17923,8
17924,2
17925,5
17926,13
17927,8
17928,13
17929,5
17930,5
17931,20
17932,4
17933,4
17934,5
17935,1
17936,10
17937,8
17938,5
17939,13
17940,14
17941,20
17942,4
17943,1
17944,11
17945,12
17946,8
17947,8
17948,3
17949,7
17950,13
17951,20
17952,3
17953,21
17954,13
17955,1
17956,13
17957,19
17958,6
17959,9
17960,2
17961,13
17962,2
17963,3
17964,6
17965,13
17966,20
17967,3
17968,19
17969,13
17970,5
17971,9
17972,8
17973,3
17974,5
17975,6
17976,6
17977,3
17978,6
17979,17
17980,8
17981,6
17982,2
17983,11
17984,8
17985,1
17986,10
17987,8
17988,18
17989,6
17990,5
17991,20
17992,3
17993,1
17994,1
17995,11
17996,8
17997,10
17998,11
17999,20
18000,10
18001,18
18002,13
18003,6
18004,20
18005,7
18006,8
18007,8
18008,20
18009,9
18010,7
18011,1
18012,13
18013,9
18014,11
18015,13
18016,12
18017,8
18018,13
18019,20
18020,8
18021,8
18022,2
18023,6
18024,14
18025,6
18026,11
18027,12
18028,9
18029,13
18030,5
18031,1
18032,17
18033,8
18034,18
18035,13
18036,6
18037,3
18038,20
18039,19
18040,18
18041,8
18042,9
18043,2
18044,14
18045,1
18046,12
18047,2
18048,20
18049,1
18050,17
18051,9
18052,8
18053,6
18054,11
18055,8
18056,18
18057,15
18058,9
18059,20
18060,14
18061,8
18062,11
18063,8
18064,8
18065,8
18066,20
18067,14
18068,15
18069,13
18070,5
18071,20
18072,12
18073,13
18074,3
18075,5
18076,8
18077,15
18078,3
18079,14
18080,15
18081,1
18082,8
18083,8
18084,20
18085,10
18086,6
18087,5
18088,13
18089,13
18090,18
18091,9
18092,13
18093,6
18094,1
18095,1
18096,13
18097,15
18098,3
18099,10
18100,13
18101,13
18102,9
18103,13
18104,5
18105,6
18106,5
18107,3
18108,14
18109,1
18110,20
18111,20
18112,11
18113,10
18114,6
18115,5
18116,4
18117,5
18118,8
18119,15
18120,15
18121,20
18122,10
18123,1
18124,20
18125,6
18126,11
18127,8
18128,5
18129,11
18130,1
18131,10
18132,17
18133,6
18134,4
18135,13
18136,15
18137,18
18138,12
18139,8
18140,1
18141,11
18142,3
18143,20
18144,15
18145,2
18146,20
18147,18
18148,5
18149,20
18150,16
18151,13
18152,8
18153,9
18154,20
18155,8
18156,8
18157,6
18158,8
18159,17
18160,6
18161,11
18162,11
18163,6
18164,14
18165,8
18166,1
18167,6
18168,10
18169,12
18170,15
18171,1
18172,9
18173,1
18174,10
18175,2
18176,15
18177,20
18178,18
18179,8
18180,1
18181,3
18182,9
18183,19
18184,1
18185,5
18186,11
18187,17
18188,5
18189,20
18190,9
18191,8
18192,20
18193,8
18194,15
18195,5
18196,13
18197,6
18198,1
18199,16
18200,1
18201,9
18202,11
18203,10
18204,8
18205,13
18206,20
18207,8
18208,17
18209,13
18210,1
18211,5
18212,9
18213,1
18214,10
18215,13
18216,3
18217,1
18218,20
18219,3
18220,20
18221,6
18222,6
18223,11
18224,20
18225,8
18226,5
18227,9
18228,10
18229,5
18230,20
18231,8
18232,13
18233,1
18234,13
18235,17
18236,8
18237,15
18238,13
18239,12
18240,20
18241,15
18242,1
18243,5
18244,20
18245,9
